gpu-10,"Gigabyte RTX 4060 Ti Eagle",gpu,38999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6"",""length"":272,""tdp"":160,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-11,"ASUS Dual RTX 4060 OC",gpu,29500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6"",""length"":227,""tdp"":115,""pcie_slots"":2.5}",2025-11-30T10:00:00Z
gpu-12,"MSI RTX 3060 Ventus 2X",gpu,24999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""12GB GDDR6"",""length"":235,""tdp"":170,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-13,"Sapphire Nitro+ RX 7900 XTX",gpu,105000,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""24GB GDDR6"",""length"":320,""tdp"":355,""pcie_slots"":3.5}",2025-11-30T10:00:00Z
gpu-14,"ASRock RX 7900 XTX Taichi",gpu,99999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""24GB GDDR6"",""length"":345,""tdp"":355,""pcie_slots"":3}",2025-11-30T10:00:00Z
gpu-15,"PowerColor Hellhound RX 7800 XT",gpu,53999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""16GB GDDR6"",""length"":322,""tdp"":263,""pcie_slots"":2.5}",2025-11-30T10:00:00Z
gpu-16,"Sapphire Pulse RX 7800 XT",gpu,51999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""16GB GDDR6"",""length"":280,""tdp"":263,""pcie_slots"":2.5}",2025-11-30T10:00:00Z
gpu-17,"ASRock Challenger RX 7700 XT",gpu,42999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""12GB GDDR6"",""length"":266,""tdp"":245,""pcie_slots"":2.5}",2025-11-30T10:00:00Z
gpu-18,"Sapphire Pulse RX 7600",gpu,26999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6"",""length"":240,""tdp"":165,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-19,"ASUS ROG Strix RTX 3090 OC",gpu,125000,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""24GB GDDR6X"",""length"":318,""tdp"":350,""pcie_slots"":2.9}",2025-11-30T10:00:00Z
gpu-20,"MSI Gaming Z Trio RTX 3080",gpu,69999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""10GB GDDR6X"",""length"":323,""tdp"":320,""pcie_slots"":2.7}",2025-11-30T10:00:00Z
gpu-21,"Gigabyte Vision RTX 3070 Ti",gpu,52999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6X"",""length"":320,""tdp"":290,""pcie_slots"":2.7}",2025-11-30T10:00:00Z
gpu-22,"Zotac Twin Edge RTX 3060 Ti",gpu,32999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6"",""length"":222,""tdp"":200,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-23,"ASUS Dual RTX 3050 OC",gpu,19999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6"",""length"":200,""tdp"":130,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-24,"ASUS ROG Strix RTX 2080 Super",gpu,45000,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6"",""length"":300,""tdp"":250,""pcie_slots"":2.7}",2025-11-30T10:00:00Z
gpu-25,"Gigabyte Windforce RTX 2070 Super",gpu,35000,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6"",""length"":280,""tdp"":215,""pcie_slots"":2.5}",2025-11-30T10:00:00Z
gpu-26,"Zotac Gaming RTX 2060 Super",gpu,25000,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6"",""length"":210,""tdp"":175,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-27,"MSI Ventus RTX 2060",gpu,19999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""6GB GDDR6"",""length"":226,""tdp"":160,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-28,"Sapphire Nitro+ RX 6900 XT",gpu,65000,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""16GB GDDR6"",""length"":310,""tdp"":300,""pcie_slots"":2.7}",2025-11-30T10:00:00Z
gpu-29,"ASRock Phantom Gaming RX 6800 XT",gpu,49999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""16GB GDDR6"",""length"":330,""tdp"":300,""pcie_slots"":2.7}",2025-11-30T10:00:00Z
gpu-30,"PowerColor Red Devil RX 6700 XT",gpu,32999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""12GB GDDR6"",""length"":320,""tdp"":230,""pcie_slots"":2.5}",2025-11-30T10:00:00Z
gpu-31,"Sapphire Pulse RX 6600 XT",gpu,22999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6"",""length"":240,""tdp"":160,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-32,"Sapphire Pulse RX 5700 XT",gpu,25000,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6"",""length"":254,""tdp"":225,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-33,"Gigabyte Gaming OC RX 5600 XT",gpu,18000,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""6GB GDDR6"",""length"":280,""tdp"":150,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-34,"Intel Arc A770 Limited Edition",gpu,28999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""16GB GDDR6"",""length"":270,""tdp"":225,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-35,"Intel Arc A750 Limited Edition",gpu,19999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""8GB GDDR6"",""length"":270,""tdp"":225,""pcie_slots"":2}",2025-11-30T10:00:00Z
gpu-36,"ASRock Challenger Arc A380",gpu,10999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=GPU","{""memory"":""6GB GDDR6"",""length"":190,""tdp"":75,""pcie_slots"":2}",2025-11-30T10:00:00Z
ram-0,"G.Skill Trident Z5 RGB 32GB (2x16GB) 6000MHz CL30",ram,12500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR5"",""speed"":6000,""capacity"":32,""modules"":2}",2025-11-30T10:00:00Z
ram-1,"Corsair Vengeance RGB 32GB (2x16GB) 6000MHz CL36",ram,10999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR5"",""speed"":6000,""capacity"":32,""modules"":2}",2025-11-30T10:00:00Z
ram-2,"Kingston Fury Beast 16GB (2x8GB) 5200MHz",ram,6500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR5"",""speed"":5200,""capacity"":16,""modules"":2}",2025-11-30T10:00:00Z
ram-3,"Adata XPG Lancer 32GB (1x32GB) 6000MHz",ram,9500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR5"",""speed"":6000,""capacity"":32,""modules"":1}",2025-11-30T10:00:00Z
ram-4,"TeamGroup T-Force Delta RGB 32GB (2x16GB) 6000MHz",ram,11500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR5"",""speed"":6000,""capacity"":32,""modules"":2}",2025-11-30T10:00:00Z
ram-5,"G.Skill Ripjaws S5 32GB (2x16GB) 6000MHz",ram,9999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR5"",""speed"":6000,""capacity"":32,""modules"":2}",2025-11-30T10:00:00Z
ram-6,"G.Skill Ripjaws V 32GB (2x16GB) 3600MHz CL18",ram,7500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR4"",""speed"":3600,""capacity"":32,""modules"":2}",2025-11-30T10:00:00Z
ram-7,"Corsair Vengeance LPX 16GB (2x8GB) 3200MHz",ram,3999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR4"",""speed"":3200,""capacity"":16,""modules"":2}",2025-11-30T10:00:00Z
ram-8,"TeamGroup T-Force Delta RGB 16GB (2x8GB) 3600MHz",ram,4800,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR4"",""speed"":3600,""capacity"":16,""modules"":2}",2025-11-30T10:00:00Z
ram-9,"Adata XPG Spectrix D50 16GB (2x8GB) 3200MHz",ram,4200,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR4"",""speed"":3200,""capacity"":16,""modules"":2}",2025-11-30T10:00:00Z
ram-10,"Corsair Dominator Platinum RGB 32GB (2x16GB) 6200MHz",ram,15999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR5"",""speed"":6200,""capacity"":32,""modules"":2}",2025-11-30T10:00:00Z
ram-11,"G.Skill Trident Z Neo 32GB (2x16GB) 3600MHz",ram,9500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR4"",""speed"":3600,""capacity"":32,""modules"":2}",2025-11-30T10:00:00Z
ram-12,"Crucial Pro 32GB (2x16GB) 5600MHz",ram,8999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=RAM","{""memory_type"":""DDR5"",""speed"":5600,""capacity"":32,""modules"":2}",2025-11-30T10:00:00Z
