id,name,category,price,retailer,url,imageUrl,specs,lastUpdated
motherboard-10,"Gigabyte X670 AORUS Elite AX",motherboard,29999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""AM5"",""form_factor"":""ATX"",""memory_type"":""DDR5"",""ram_slots"":4,""m2_slots"":4,""pcie_slots"":3}",2025-11-30T10:00:00Z
motherboard-11,"ASRock X670E Steel Legend",motherboard,32999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""AM5"",""form_factor"":""ATX"",""memory_type"":""DDR5"",""ram_slots"":4,""m2_slots"":4,""pcie_slots"":2}",2025-11-30T10:00:00Z
motherboard-12,"MSI MAG B650 Tomahawk WiFi",motherboard,21999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""AM5"",""form_factor"":""ATX"",""memory_type"":""DDR5"",""ram_slots"":4,""m2_slots"":3,""pcie_slots"":2}",2025-11-30T10:00:00Z
motherboard-13,"ASUS TUF Gaming B650-Plus",motherboard,19999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""AM5"",""form_factor"":""ATX"",""memory_type"":""DDR5"",""ram_slots"":4,""m2_slots"":3,""pcie_slots"":2}",2025-11-30T10:00:00Z
motherboard-14,"Gigabyte B650 Gaming X AX",motherboard,18500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""AM5"",""form_factor"":""ATX"",""memory_type"":""DDR5"",""ram_slots"":4,""m2_slots"":3,""pcie_slots"":2}",2025-11-30T10:00:00Z
motherboard-15,"ASRock B650M Pro RS WiFi",motherboard,14999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""AM5"",""form_factor"":""mATX"",""memory_type"":""DDR5"",""ram_slots"":4,""m2_slots"":3,""pcie_slots"":1}",2025-11-30T10:00:00Z
motherboard-16,"Gigabyte B550 AORUS Pro AC",motherboard,16999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""AM4"",""form_factor"":""ATX"",""memory_type"":""DDR4"",""ram_slots"":4,""m2_slots"":2,""pcie_slots"":3}",2025-11-30T10:00:00Z
motherboard-17,"MSI B550-A Pro",motherboard,11999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""AM4"",""form_factor"":""ATX"",""memory_type"":""DDR4"",""ram_slots"":4,""m2_slots"":2,""pcie_slots"":2}",2025-11-30T10:00:00Z
motherboard-18,"ASUS TUF Gaming B550-Plus",motherboard,14500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""AM4"",""form_factor"":""ATX"",""memory_type"":""DDR4"",""ram_slots"":4,""m2_slots"":2,""pcie_slots"":2}",2025-11-30T10:00:00Z
motherboard-19,"ASRock B550M Steel Legend",motherboard,10999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""AM4"",""form_factor"":""mATX"",""memory_type"":""DDR4"",""ram_slots"":4,""m2_slots"":2,""pcie_slots"":2}",2025-11-30T10:00:00Z
motherboard-20,"Gigabyte Z690 AORUS Master",motherboard,35999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""LGA1700"",""form_factor"":""E-ATX"",""memory_type"":""DDR5"",""ram_slots"":4,""m2_slots"":5,""pcie_slots"":3}",2025-11-30T10:00:00Z
motherboard-21,"MSI PRO B760M-A WiFi",motherboard,14500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""LGA1700"",""form_factor"":""mATX"",""memory_type"":""DDR5"",""ram_slots"":4,""m2_slots"":2,""pcie_slots"":2}",2025-11-30T10:00:00Z
motherboard-22,"ASUS ROG Strix B550-F Gaming",motherboard,17500,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""AM4"",""form_factor"":""ATX"",""memory_type"":""DDR4"",""ram_slots"":4,""m2_slots"":2,""pcie_slots"":2}",2025-11-30T10:00:00Z
motherboard-23,"ASUS ROG Strix Z590-E Gaming WiFi",motherboard,24999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""LGA1200"",""form_factor"":""ATX"",""memory_type"":""DDR4"",""ram_slots"":4,""m2_slots"":4,""pcie_slots"":3}",2025-11-30T10:00:00Z
motherboard-24,"MSI MAG B560 Tomahawk WiFi",motherboard,15999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""LGA1200"",""form_factor"":""ATX"",""memory_type"":""DDR4"",""ram_slots"":4,""m2_slots"":3,""pcie_slots"":2}",2025-11-30T10:00:00Z
motherboard-25,"Gigabyte Z490 AORUS Elite AC",motherboard,18999,Amazon,"https://amazon.in","https://placehold.co/200x200/1a1a1a/FFF?text=MOTHERBOARD","{""socket"":""LGA1200"",""form_factor"":""ATX"",""memory_type"":""DDR4"",""ram_slots"":4,""m2_slots"":2,""pcie_slots"":2}",2025-11-30T10:00:00Z
